y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
2058,88,8,41,17,22,10,71,70,33,27,47,0,40,81,32,21,33,91,81,89,54,32,11,71,67,96,24,2,40,88,83,16,25,76,3,24,68,1,98,52,80,40,86,72,36,89,83,93,33,37,14,82,63,98,26,99,92,19,70,7,15,35,77,5,59,100,86,96,36,9,46,8,33,94,59,13,42,41,73,20,10,60,91,16,4,1,35,47,47,41,95,79,95,58,64,83,70,85,62,51
2280,38,3,0,53,82,17,3,19,27,72,10,92,90,12,92,33,21,79,94,67,81,21,8,50,55,51,68,23,65,67,23,7,4,51,3,44,9,84,28,100,88,47,34,66,25,51,28,55,61,54,24,67,100,91,46,64,40,100,52,12,97,95,5,72,70,93,85,60,88,41,22,69,99,26,56,54,43,7,83,81,52,30,95,97,46,67,32,88,4,34,38,87,19,97,47,96,14,44,94,89
1961,53,83,5,12,99,69,6,59,74,15,41,78,42,39,89,12,50,49,59,35,21,27,48,74,76,74,89,11,20,0,73,60,93,76,7,47,60,63,78,52,100,30,55,28,11,83,96,59,49,63,72,88,81,40,55,66,20,26,93,15,27,57,5,61,68,62,92,94,47,12,27,81,52,54,98,84,95,63,64,26,82,85,25,41,53,63,87,60,13,78,81,21,95,13,65,99,92,19,82,35
2218,87,2,37,31,48,64,46,57,82,16,78,69,90,52,47,45,95,23,77,84,97,14,26,41,33,61,32,97,66,57,93,44,48,48,6,61,68,95,11,1,63,2,71,39,80,62,57,30,49,52,72,84,27,99,74,44,37,19,68,54,51,69,32,89,100,58,31,38,70,54,9,90,79,32,63,86,78,5,63,58,60,4,41,10,24,52,26,69,31,41,13,36,23,11,79,69,31,10,21,18
1569,46,40,46,1,34,67,81,3,60,86,69,41,96,31,96,5,67,96,85,83,16,63,37,32,3,3,28,13,21,24,44,76,38,24,49,49,92,48,8,10,35,54,56,15,33,25,63,21,61,5,37,16,4,39,36,32,92,9,65,47,96,98,99,39,95,73,80,52,22,58,66,79,37,8,84,88,27,5,29,63,52,74,0,67,88,76,80,6,58,61,71,37,44,14,7,84,57,85,39,14
2352,62,35,18,24,10,90,70,3,60,46,85,45,23,13,86,88,50,80,66,99,96,82,19,78,87,99,53,96,75,65,25,100,96,27,20,50,45,100,87,41,92,51,56,56,10,96,1,93,100,7,53,11,39,46,24,48,83,71,12,16,36,62,9,31,63,95,38,18,12,85,51,41,71,34,37,59,11,94,45,30,3,99,95,51,35,52,36,10,27,61,15,73,51,40,33,34,58,55,39,45
1506,46,44,94,52,55,52,78,9,37,58,32,100,90,7,21,75,97,8,29,70,54,0,74,59,11,57,46,34,17,35,78,83,60,45,7,62,29,47,24,75,35,26,17,54,22,44,49,58,55,86,58,8,71,73,13,36,1,8,93,36,17,5,99,90,49,9,1,26,27,12,68,33,18,86,70,81,39,38,45,99,0,77,83,46,100,31,2,41,84,97,68,25,14,72,85,20,31,25,38,84
2188,12,22,34,77,53,10,87,30,49,39,63,26,44,19,100,0,72,83,2,90,94,60,31,14,74,74,63,82,78,15,74,92,11,21,69,20,49,91,85,60,24,53,2,94,83,10,22,69,70,88,57,10,35,70,100,57,33,90,53,82,46,60,27,24,82,38,65,50,10,29,7,32,42,58,17,18,35,91,16,86,92,34,87,39,58,70,51,19,61,50,18,18,77,49,51,55,87,33,29,69
1527,76,16,20,99,65,24,7,47,96,51,100,52,22,99,16,15,71,81,52,2,33,1,12,27,23,53,42,8,53,68,64,42,67,58,53,47,100,86,8,24,60,58,72,81,47,67,4,26,14,80,3,17,100,16,19,56,19,44,82,25,93,57,15,91,79,78,61,6,5,21,39,51,20,69,94,42,8,58,20,24,15,62,35,27,54,43,96,64,61,17,79,96,82,98,80,50,30,10,32,78
1931,4,10,66,53,39,93,22,30,54,35,5,66,44,3,85,91,14,33,38,19,56,44,36,89,31,7,23,71,46,63,88,30,38,0,5,28,1,93,100,93,58,66,2,9,20,16,85,100,66,22,7,50,30,13,6,65,53,67,69,88,4,41,89,83,41,59,11,65,84,74,45,3,44,55,5,53,91,81,25,50,35,25,54,49,29,16,53,38,45,31,95,15,0,35,49,74,53,79,44,81
1775,90,58,41,62,31,52,57,61,71,11,95,23,81,43,99,45,75,82,60,18,79,95,15,34,96,15,9,36,49,84,17,100,32,26,46,75,19,80,35,40,86,53,45,37,46,3,67,88,33,42,21,84,28,30,91,32,13,65,68,3,72,4,37,53,40,40,11,18,28,13,79,38,32,38,60,90,60,19,82,65,6,69,80,10,29,84,56,96,33,8,100,23,97,8,3,21,56,9,27,94
1590,99,14,89,55,69,71,81,74,8,68,26,84,93,41,71,25,91,10,47,94,60,26,76,14,63,8,57,39,55,13,16,50,16,15,9,7,89,55,78,24,96,89,61,69,3,1,98,30,46,39,36,26,67,27,60,21,9,68,34,26,15,69,10,66,15,7,53,65,12,82,41,28,96,29,34,21,36,60,7,99,22,58,62,96,11,20,47,36,17,0,72,21,54,33,79,22,7,22,82,41
2283,82,42,17,30,66,58,23,33,15,18,97,26,82,62,14,11,85,55,47,90,71,2,98,70,92,42,38,100,34,40,94,56,34,68,25,33,47,93,98,47,2,68,69,70,72,93,90,28,16,82,67,60,37,81,66,25,91,78,30,42,55,75,90,63,99,82,6,24,17,21,63,97,85,13,57,64,81,86,83,27,72,29,24,58,24,80,59,32,18,19,16,85,77,26,64,24,44,41,18,37
2124,89,50,88,12,62,6,35,6,68,57,64,66,74,12,95,15,56,74,86,45,40,94,90,14,65,61,19,97,60,73,46,84,92,13,37,51,61,14,26,12,46,35,37,65,38,91,17,70,54,36,43,19,38,68,26,6,4,60,89,85,25,29,84,55,13,12,78,49,50,65,40,26,100,88,66,32,40,56,57,95,78,63,70,55,67,39,91,68,68,60,89,20,32,40,1,26,97,40,92,63
1704,59,99,61,47,11,23,33,68,93,31,50,67,2,72,100,92,0,83,26,13,32,4,5,22,54,66,56,74,67,21,63,75,8,33,72,14,16,55,47,3,63,93,5,81,71,35,33,55,7,52,92,71,80,46,42,15,56,59,7,42,45,57,7,6,1,96,19,78,10,73,27,85,48,12,57,60,96,32,7,40,40,86,17,53,36,68,35,26,1,97,76,31,8,79,70,39,17,35,9,100
1851,78,86,96,22,78,52,21,79,23,60,19,20,66,37,20,64,43,10,64,26,58,31,25,91,77,43,95,17,3,45,76,32,80,68,22,77,74,66,25,51,55,54,97,13,64,62,89,12,2,52,16,24,81,28,88,24,13,46,35,36,33,99,41,25,38,48,44,26,40,96,83,65,3,0,13,75,18,63,51,77,81,66,86,25,36,41,100,53,84,19,51,20,49,64,20,5,66,95,24,7
1635,77,45,37,4,52,88,22,70,39,58,19,41,7,89,41,68,19,63,59,86,38,3,77,3,18,26,89,26,73,55,53,85,89,53,17,49,0,57,20,54,14,56,86,12,85,55,37,75,47,89,8,23,18,30,39,4,3,45,32,60,24,27,93,48,58,33,69,46,97,62,35,26,89,33,3,8,6,67,12,33,34,33,50,96,0,16,54,42,57,0,3,95,98,14,91,21,69,81,36,58
1777,64,85,48,32,78,3,56,19,45,76,75,40,61,7,41,97,0,4,0,86,12,83,34,77,59,9,78,60,38,14,24,47,39,21,92,39,100,99,54,40,48,1,69,45,5,3,98,8,34,84,10,30,95,48,9,15,47,47,99,97,0,23,36,24,15,43,16,72,88,35,54,20,53,56,36,97,11,58,23,72,51,18,12,48,34,98,93,57,18,24,67,90,19,77,5,72,31,2,42,28
1744,94,50,50,73,100,38,81,65,99,63,94,38,85,46,8,67,0,39,99,45,13,18,37,38,95,24,12,3,51,60,17,70,92,40,34,59,82,66,41,3,82,69,59,46,53,71,21,13,97,95,97,46,55,43,78,93,14,50,45,30,18,56,53,79,50,47,19,55,17,97,8,96,85,73,37,5,17,0,95,99,12,40,25,8,94,2,29,52,15,39,66,77,5,42,51,16,29,14,78,18
2335,55,22,98,68,25,77,98,96,97,36,93,27,49,3,41,21,89,80,12,4,97,47,82,93,37,69,64,89,76,62,69,49,85,36,66,52,54,51,73,27,60,88,66,52,69,46,77,49,74,85,87,5,8,76,97,16,7,23,55,90,55,85,54,39,58,11,95,19,11,12,69,13,72,53,15,69,71,38,18,81,55,0,57,8,6,40,45,2,71,92,93,53,2,77,86,85,3,70,21,40
1889,42,48,18,13,31,68,22,53,74,69,90,69,47,14,85,87,44,87,2,73,42,83,96,59,10,17,18,46,79,6,23,1,3,16,18,98,8,34,9,92,42,76,54,17,26,8,70,45,29,56,41,79,78,35,68,63,24,96,51,27,61,78,19,43,69,19,64,6,56,0,28,11,64,52,63,43,33,40,66,21,29,98,11,27,11,69,49,9,57,28,92,64,77,70,14,52,96,88,37,63
2224,24,61,53,34,23,37,5,20,70,39,84,62,96,23,32,90,71,50,96,71,23,100,75,66,58,1,41,96,12,70,78,39,13,91,40,9,84,53,66,79,53,87,76,85,38,67,25,44,7,31,32,84,85,66,80,82,38,43,99,93,92,9,12,100,55,42,4,43,59,22,3,75,0,4,59,6,66,17,59,70,24,82,84,18,47,45,90,39,18,22,49,53,96,20,55,55,0,73,67,12
2317,42,86,55,62,23,73,82,92,21,15,43,91,25,60,47,71,51,42,11,61,54,41,64,78,15,50,77,44,92,48,98,71,24,4,91,78,78,27,80,92,63,10,20,43,76,41,10,88,2,95,79,15,75,4,70,35,67,35,100,56,87,99,50,61,46,84,29,88,29,82,73,35,32,15,4,39,95,40,29,73,82,3,50,56,55,46,90,32,70,22,13,10,27,67,5,51,25,100,30,27
2478,8,34,38,37,85,75,82,46,25,34,43,4,54,26,100,70,73,55,21,94,77,52,77,79,29,27,59,71,34,78,12,84,16,83,20,91,58,77,9,67,52,66,80,3,96,93,84,57,12,47,38,25,43,87,34,95,46,97,96,39,20,70,89,16,87,82,91,75,97,85,53,58,70,58,13,33,60,95,78,4,90,24,4,1,62,59,44,7,32,13,9,60,85,77,33,99,15,53,55,68
2061,82,69,41,33,75,30,95,38,40,5,72,41,59,22,0,51,70,91,26,86,25,19,32,39,43,22,63,96,80,73,45,31,37,55,67,100,14,90,19,20,3,8,33,20,62,94,30,33,75,21,33,53,97,79,83,46,33,20,85,10,62,10,97,14,92,41,97,73,24,28,26,19,42,18,46,12,49,82,23,34,82,21,42,91,31,63,70,90,68,48,6,53,76,36,93,80,71,32,71,54
1886,5,0,41,21,73,69,81,42,13,60,65,72,88,99,96,46,75,50,100,58,78,33,33,70,32,45,36,82,60,91,9,27,99,51,35,54,16,6,84,96,10,38,57,13,51,43,23,32,57,35,17,67,68,96,42,7,50,44,10,25,43,100,22,38,25,19,11,23,54,5,72,81,34,48,36,89,16,100,89,68,95,70,7,25,20,65,53,44,34,54,16,91,41,73,95,99,4,64,40,13
1894,71,30,10,72,3,6,57,42,83,39,86,15,36,17,96,46,90,97,40,24,21,29,41,18,14,73,60,79,34,63,75,39,60,10,91,91,39,3,15,51,68,24,94,3,38,47,29,11,20,5,71,10,92,20,60,29,67,80,31,56,73,8,85,10,24,85,10,86,93,40,83,31,71,46,9,33,75,65,24,10,73,67,80,91,79,16,65,61,76,22,5,34,6,2,43,41,69,21,11,91
2109,58,91,65,84,25,80,91,88,38,26,3,0,82,73,99,91,93,98,11,2,67,60,36,34,55,95,66,26,59,79,44,0,61,24,96,80,60,52,21,58,58,71,47,72,15,62,36,76,51,71,72,45,17,47,100,24,92,79,46,31,39,49,54,40,28,0,41,74,24,53,41,69,63,45,50,62,76,59,34,78,77,41,34,13,6,14,55,51,7,41,0,23,11,12,97,24,66,56,79,82
2334,18,3,42,51,45,59,63,0,39,84,37,50,100,58,94,55,49,65,88,72,79,53,74,88,53,67,81,92,17,7,86,97,30,73,80,15,50,21,39,20,56,17,28,14,53,27,67,42,92,68,100,22,87,60,16,24,94,53,23,51,66,85,74,95,57,41,58,40,0,66,71,58,51,29,6,61,19,90,6,4,9,90,35,13,63,95,63,3,2,47,49,99,81,16,85,3,38,97,100,91
2433,55,53,44,3,37,85,92,31,46,42,4,42,1,37,19,9,17,68,67,93,31,56,81,99,83,33,66,56,16,97,64,8,64,11,44,95,31,22,32,81,83,100,64,94,22,88,47,22,58,81,50,97,90,5,77,26,17,86,82,83,39,1,83,70,99,78,67,8,60,79,87,2,6,92,78,33,98,18,3,2,4,50,78,84,24,31,68,61,59,36,61,25,53,35,12,79,4,20,86,89
2141,4,3,98,71,22,77,26,6,38,43,40,22,34,15,9,13,26,36,24,28,94,96,15,73,32,85,15,56,56,21,36,44,82,11,63,72,76,73,49,84,24,25,86,72,92,1,13,28,34,27,9,74,39,82,71,92,82,16,89,8,20,9,100,56,58,22,32,57,41,98,53,57,24,97,81,13,65,9,44,56,18,79,92,51,29,51,54,13,78,22,48,66,7,47,69,82,77,98,68,2
2115,17,11,5,7,90,22,51,66,10,7,82,25,17,4,87,47,50,17,88,2,54,49,82,67,49,54,18,70,81,91,7,85,30,31,67,97,54,54,88,75,52,19,14,25,0,70,47,29,25,8,75,85,53,11,46,29,93,30,38,72,3,13,54,0,0,80,75,51,69,8,0,99,82,70,5,74,16,100,85,35,6,17,9,79,25,18,0,35,87,100,52,23,15,22,59,11,42,99,74,21
1988,36,1,78,46,39,21,81,75,53,92,92,72,19,80,62,31,12,58,14,81,65,65,45,19,43,47,25,35,64,34,8,89,65,33,43,22,25,50,95,74,14,56,24,96,64,60,86,10,60,8,81,100,74,27,53,21,61,30,42,6,28,59,65,84,11,58,96,48,94,66,85,36,77,83,15,12,54,26,70,14,73,18,95,27,13,11,40,48,76,11,21,3,66,53,26,8,52,2,54,48
2115,68,18,72,85,56,88,0,10,46,6,14,28,20,14,80,45,78,27,30,15,30,66,37,46,98,81,52,41,80,76,72,59,1,28,25,82,18,10,17,19,85,94,40,42,48,44,90,72,40,28,17,11,71,2,6,13,86,73,33,98,55,62,30,58,70,4,76,33,38,65,6,30,32,43,25,76,87,97,86,35,27,24,51,72,89,77,49,73,33,34,46,68,39,84,55,37,100,72,78,63
1931,81,94,94,50,50,4,41,45,50,87,21,26,40,56,57,66,77,78,60,51,63,32,92,51,7,88,31,21,13,35,22,53,78,79,21,56,83,97,14,91,60,8,91,36,45,56,48,59,27,27,19,31,95,70,39,12,59,16,0,51,87,9,76,74,60,70,63,81,98,55,84,95,72,64,0,40,45,84,21,65,48,60,27,56,58,78,48,14,57,8,74,84,52,31,40,1,80,86,96,7
2353,94,32,66,21,53,94,28,13,13,76,81,59,26,54,95,60,3,91,73,27,100,75,73,32,79,81,37,17,95,26,7,97,64,93,5,48,65,87,70,41,5,78,17,83,30,87,100,29,59,26,29,37,63,34,53,45,9,47,42,40,37,100,95,62,79,86,99,50,70,46,28,62,74,30,85,34,8,29,27,23,81,23,81,83,40,91,77,73,12,66,78,86,80,59,44,5,79,55,82,83
2074,19,39,76,10,4,39,82,65,47,50,89,33,54,69,88,53,20,13,70,35,46,77,67,92,16,87,4,7,32,44,55,86,89,6,23,53,30,44,88,54,40,83,6,32,84,6,24,26,59,19,12,55,68,45,86,40,93,64,49,98,29,57,5,97,80,48,24,35,47,98,53,24,59,20,27,70,92,4,15,98,90,30,95,80,53,14,40,11,12,59,5,37,73,35,16,88,40,58,51,29
2184,58,40,93,82,77,14,25,16,2,22,77,14,29,95,4,64,75,55,39,78,82,26,46,74,5,40,31,97,71,95,88,32,41,10,42,31,77,46,11,56,54,89,95,39,46,83,98,58,36,98,79,46,48,92,8,35,18,59,55,18,73,57,98,55,44,29,55,58,37,86,32,8,19,5,71,1,25,53,36,97,82,20,48,82,72,75,66,24,82,35,98,8,75,69,6,92,21,72,34,32
1802,15,27,5,59,39,7,57,62,63,58,22,35,9,54,58,12,12,16,72,88,67,9,65,1,94,11,69,15,48,40,68,30,27,28,39,43,26,27,21,80,95,96,39,62,79,74,80,56,83,100,26,21,13,48,24,58,84,47,56,63,28,32,55,65,58,28,60,16,89,93,79,46,6,6,25,70,89,95,93,6,96,49,60,68,1,70,95,56,24,41,13,76,55,94,51,66,53,39,96,22
1896,9,69,31,9,89,95,95,17,33,36,94,30,18,25,98,69,13,87,39,45,26,9,17,19,86,72,4,37,13,90,24,73,67,77,61,21,83,66,20,31,78,72,82,99,5,34,84,70,22,94,55,30,47,55,14,93,66,22,37,48,3,83,75,100,95,73,80,90,2,82,23,85,5,77,34,47,47,31,17,60,91,66,64,10,89,6,84,18,7,55,39,71,20,93,52,93,31,40,22,74
2158,29,23,17,57,67,26,22,9,3,90,23,73,33,59,65,29,22,95,75,97,28,27,9,34,98,19,93,19,99,77,56,63,21,43,28,5,45,75,47,44,77,54,80,94,65,64,18,1,44,81,56,49,67,91,80,67,71,21,22,37,62,89,39,43,76,18,60,69,43,92,99,44,86,13,4,78,12,63,5,26,73,49,3,9,67,79,28,58,68,86,46,41,49,87,89,79,94,7,33,64
2040,51,25,64,5,20,73,78,54,39,44,69,53,88,39,68,65,82,47,20,7,79,75,5,87,82,78,82,71,7,33,23,18,80,83,24,69,92,66,30,75,5,7,33,33,27,89,37,33,82,27,34,13,55,51,62,43,83,61,100,54,13,64,5,19,66,65,2,26,24,2,17,40,19,21,75,38,12,4,94,49,78,18,60,96,34,33,53,97,6,46,37,62,90,21,97,29,2,55,31,66
2185,66,9,15,14,67,21,5,63,78,86,2,51,71,0,59,3,38,75,72,10,75,51,97,69,58,23,100,38,44,67,65,85,7,19,36,31,60,13,23,51,90,21,24,56,87,5,50,24,83,54,73,30,52,18,69,51,18,29,80,36,88,2,58,4,67,39,67,94,57,9,44,87,64,35,69,4,45,95,9,50,54,38,71,38,79,68,61,89,78,20,43,68,54,18,29,19,97,48,70,47
1973,97,54,94,97,74,74,68,35,0,29,68,40,5,73,16,64,98,0,73,32,6,36,69,54,29,20,88,77,63,44,37,23,72,47,2,15,89,100,93,46,36,39,42,51,98,89,47,22,59,34,22,60,5,27,97,64,38,9,10,44,49,47,93,79,95,40,57,41,73,51,70,91,30,13,50,37,5,30,57,71,43,59,56,41,25,71,25,14,51,33,93,2,37,20,97,4,91,88,87,50
1730,72,73,29,6,99,0,46,74,98,27,81,19,53,25,77,77,11,80,42,24,16,11,8,74,14,4,16,84,15,97,66,87,36,2,5,88,39,14,9,50,67,27,35,96,7,34,96,35,100,61,51,73,38,11,74,70,38,76,7,99,13,72,58,70,30,32,97,42,29,72,77,68,100,33,54,10,35,31,84,49,94,8,72,63,64,8,20,36,78,12,77,55,28,8,36,86,35,49,45,37
1555,82,69,55,34,84,69,69,60,27,17,76,33,53,94,47,6,13,31,13,19,33,66,23,43,5,67,2,49,33,21,86,19,84,20,70,87,48,31,30,61,81,79,91,22,11,97,93,100,22,56,58,33,17,10,69,59,29,28,65,41,64,28,60,4,14,43,90,45,49,65,21,89,84,61,97,100,69,34,73,2,11,74,58,52,26,52,77,25,71,67,85,49,26,48,66,84,81,79,28,41
2203,92,0,30,34,28,76,83,87,97,12,71,66,82,99,73,21,87,19,12,91,54,69,56,81,28,46,28,56,82,39,28,21,86,35,45,15,51,50,69,54,28,64,10,92,58,18,18,61,92,39,74,40,86,39,70,68,94,94,55,65,80,10,81,12,5,36,5,86,71,54,59,95,24,48,8,82,39,12,41,69,75,63,43,0,10,66,2,90,16,24,45,18,63,80,85,71,87,15,100,64
2120,10,78,86,75,39,4,46,89,78,40,17,95,98,61,38,91,50,48,20,67,56,20,82,93,65,93,34,75,27,75,98,10,13,15,61,20,54,40,68,24,52,44,72,76,92,36,4,26,66,33,53,37,21,27,11,57,61,84,72,20,23,39,70,84,60,23,39,77,4,18,5,57,14,37,54,42,96,29,65,3,4,48,58,82,47,10,50,25,26,98,52,89,84,80,89,40,5,84,84,42
2170,45,41,35,2,66,88,95,57,25,45,62,97,8,32,62,98,5,32,49,52,6,41,49,53,36,84,6,91,97,100,58,56,88,41,79,0,37,47,54,13,42,13,28,13,13,50,35,25,61,11,85,89,60,1,26,76,39,70,99,75,84,21,22,90,18,56,6,69,11,47,43,50,38,98,42,7,89,8,48,32,74,81,68,82,15,24,29,87,3,56,45,100,43,76,91,54,81,37,55,94
2286,36,95,21,11,97,47,69,76,16,44,51,60,74,8,20,0,57,21,81,10,61,66,28,70,4,94,34,94,95,70,28,44,3,99,58,31,35,79,17,27,88,6,82,62,65,44,10,9,19,1,68,36,11,81,89,64,41,65,65,29,19,94,5,79,36,75,14,17,66,100,72,61,25,5,72,79,36,94,35,15,26,7,15,76,1,8,48,73,60,28,1,95,52,16,52,73,93,43,74,96
2016,17,2,95,56,8,12,22,79,56,6,45,94,65,97,92,78,61,20,70,25,75,81,92,12,5,63,42,11,21,89,65,14,43,43,66,97,49,67,71,7,38,14,72,9,48,33,25,68,2,39,100,21,85,8,41,82,11,56,45,58,38,81,93,22,20,61,3,88,99,22,83,30,80,2,74,2,5,67,13,81,83,24,28,19,35,58,7,17,25,28,93,3,79,52,93,20,50,88,78,2
2126,71,8,8,20,48,68,87,27,59,99,3,7,7,28,79,19,17,88,73,49,30,44,69,5,42,77,55,80,35,22,77,71,51,45,5,33,85,74,61,52,90,77,68,58,11,88,90,88,54,60,55,69,46,68,95,77,95,94,33,43,7,94,91,71,90,31,48,53,30,18,63,9,68,54,1,36,94,11,73,60,96,32,37,87,61,72,48,27,14,77,7,91,70,67,64,89,19,44,52,23
1643,80,18,37,86,3,34,93,94,91,58,5,71,67,45,20,50,53,50,39,58,86,30,11,10,75,87,59,7,77,2,44,48,46,86,85,83,59,4,53,30,68,48,17,68,83,12,63,16,53,83,92,12,41,28,56,46,24,66,97,14,51,2,17,11,12,49,92,11,15,19,99,6,12,80,32,78,67,51,3,92,49,48,100,75,81,77,55,92,95,40,0,80,0,85,64,80,72,100,0,89
1693,60,9,55,94,91,14,58,16,12,16,65,63,95,61,22,31,9,53,80,82,18,43,24,0,51,13,56,33,22,75,74,60,27,96,80,37,54,91,19,14,8,9,77,57,35,90,62,30,39,47,11,49,22,93,96,70,77,14,95,65,76,54,37,4,8,94,22,88,38,10,89,19,87,18,53,43,86,50,51,35,45,8,66,48,74,18,95,98,0,1,30,96,9,82,0,52,53,55,52,20
2202,41,30,62,47,14,24,14,77,7,54,9,38,76,64,51,33,94,55,92,46,74,77,58,61,5,82,53,64,37,12,54,46,70,69,21,80,16,91,12,40,97,95,92,97,99,53,66,20,15,10,18,64,82,59,68,60,93,12,86,13,77,37,30,51,98,82,2,68,94,62,82,41,23,13,30,56,34,77,45,34,96,21,7,35,18,93,16,28,11,58,77,86,89,84,67,66,29,51,69,55
1975,71,93,87,56,19,60,92,39,84,30,10,89,32,30,47,10,66,33,15,69,13,68,4,5,86,23,67,35,0,4,100,9,38,88,99,16,30,31,100,61,70,33,5,49,96,53,49,56,59,9,83,72,84,13,98,67,95,59,70,80,72,100,44,21,81,43,90,32,88,73,38,58,82,88,41,43,12,50,28,97,15,69,66,74,71,65,8,62,5,63,22,93,34,56,49,24,46,51,63,68
2057,82,79,98,54,52,46,33,76,27,73,43,66,97,96,65,34,10,9,52,29,22,93,25,40,45,70,69,67,60,68,96,9,49,15,84,29,76,1,83,67,74,36,85,42,77,32,15,16,88,94,88,79,37,72,11,6,91,34,86,15,93,10,86,48,19,66,13,26,31,28,12,37,70,47,43,38,39,44,59,72,47,67,89,68,71,86,12,55,51,1,6,49,73,26,90,69,97,79,44,89
2244,25,10,30,19,30,49,75,88,61,42,43,62,40,65,17,69,36,97,22,5,100,40,21,100,2,43,91,24,32,76,31,9,71,11,94,63,97,28,67,23,85,22,98,98,92,24,60,7,30,9,75,98,78,72,51,82,2,62,36,65,38,70,49,93,40,73,60,55,27,60,58,51,29,8,56,54,23,17,67,89,41,0,77,4,62,59,7,29,9,15,15,54,79,0,21,9,80,12,33,77
1808,58,40,83,51,22,12,39,40,45,6,1,50,42,28,93,99,30,32,88,89,70,77,6,20,55,17,27,63,31,94,79,93,86,88,80,79,39,15,77,15,78,34,67,3,48,5,91,77,63,26,40,63,34,13,3,3,78,65,31,67,67,0,90,71,0,72,61,22,18,90,67,38,15,79,96,27,99,57,46,92,37,11,44,42,94,2,99,91,2,88,60,74,56,7,63,99,100,84,61,78
1978,78,35,90,36,82,80,0,69,77,80,92,22,31,36,6,91,43,76,70,46,60,75,56,3,7,87,1,0,80,54,19,38,48,87,22,44,27,31,10,64,76,82,59,70,33,73,85,54,39,31,80,99,47,21,1,23,41,99,81,17,84,63,50,55,44,87,63,80,12,85,79,29,37,7,5,45,1,81,69,75,83,79,21,86,42,58,10,54,52,34,31,67,34,14,5,62,20,24,93,63
1701,99,26,35,85,10,6,31,20,67,79,81,87,33,81,25,34,56,9,56,35,91,72,28,78,22,59,27,27,29,20,76,23,37,1,98,83,12,44,15,87,15,5,88,18,76,34,71,94,70,46,3,21,49,27,8,23,69,33,98,14,86,25,72,70,23,41,5,11,27,90,90,98,1,20,24,37,47,45,14,29,21,55,43,32,6,28,99,67,84,4,96,63,47,39,88,58,46,56,32,92
1804,25,86,36,75,11,90,28,89,25,47,95,33,98,42,16,83,28,62,13,98,9,88,27,2,88,79,15,4,95,80,80,46,1,99,13,8,5,88,35,17,1,21,21,92,35,85,23,65,7,36,19,33,51,40,58,73,94,21,17,54,2,75,86,73,12,34,27,23,0,38,91,78,32,42,93,91,35,57,70,41,5,89,47,99,89,42,48,100,20,30,59,50,80,73,54,2,25,66,97,26
1729,98,30,22,71,88,40,91,0,86,30,50,45,65,66,63,87,39,0,59,53,2,53,89,10,75,84,27,55,20,25,12,100,51,41,92,2,91,84,32,70,81,35,19,99,96,69,52,3,22,29,13,32,68,77,30,21,6,33,47,29,88,11,7,66,30,100,37,21,80,53,66,4,96,100,56,28,3,93,41,5,85,57,85,53,24,18,80,44,27,94,85,88,45,35,86,3,2,43,17,97
1471,90,8,10,57,40,69,95,34,5,31,44,20,14,69,74,93,3,71,100,89,7,33,24,15,67,76,5,49,19,11,81,42,39,35,91,36,70,61,100,32,81,42,29,89,11,66,37,76,68,29,77,66,45,39,26,5,82,49,7,33,28,92,9,31,15,37,52,63,78,25,7,72,9,96,22,52,10,28,27,49,39,90,29,32,39,95,13,87,80,26,0,58,27,55,6,58,43,70,92,20
2051,25,36,99,31,78,60,26,88,70,36,72,45,43,5,40,63,38,22,87,20,79,95,43,43,37,94,99,7,6,32,85,19,85,68,1,59,66,95,35,44,71,61,25,77,59,7,45,15,2,1,36,94,8,63,3,5,75,18,38,83,99,91,30,32,37,22,88,54,74,31,64,17,11,9,81,30,97,32,61,42,4,20,55,6,72,20,31,63,92,16,45,100,17,48,5,88,25,6,33,88
2131,50,9,54,16,42,75,79,88,47,42,89,41,96,60,10,1,49,34,97,84,38,97,71,82,67,67,66,4,100,25,67,82,90,11,23,46,18,50,86,49,11,33,10,74,51,98,100,2,13,45,31,32,43,13,82,64,73,62,51,37,16,38,51,42,32,10,51,7,69,93,5,60,73,68,59,67,0,35,7,15,5,14,39,39,68,79,65,11,73,16,29,66,59,23,57,2,3,52,58,33
2265,10,95,58,43,69,31,83,29,11,11,1,72,31,26,36,68,97,43,12,71,15,11,31,87,92,58,90,89,96,90,81,36,16,24,75,5,6,89,57,16,10,42,16,20,11,4,51,69,51,80,13,11,32,40,28,41,88,64,42,98,5,38,8,4,81,73,91,98,41,51,78,66,94,57,87,54,19,21,44,4,57,83,94,10,84,51,57,80,100,63,80,89,37,7,94,46,86,53,98,76
